max_depth,min_samples_leaf,param_label,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,train_f1_mean,train_f1_std
2.0,1,"depth=2, leaf=1",0.9269685039370078,0.008333849985017596,0.9273699566705874,0.008377853995556376,0.9269685039345807,0.008333849984994703,0.9271690880638337,0.0083503833166105,0.9288887956017119,0.0020669201409777905
4.0,1,"depth=4, leaf=1",0.9236876640419946,0.008815879920507697,0.924071117941933,0.008970508865118935,0.9236876640395775,0.008815879920484949,0.9238792453069233,0.008887988418149598,0.933861046940536,0.002413100909819779
,4,"depth=None, leaf=4",0.9225065616797903,0.010649143373355765,0.9227909938140695,0.010824188050677737,0.9225065616773754,0.010649143373328004,0.92264868187833,0.01073381323091074,0.9410142059421338,0.00499567192419215
6.0,1,"depth=6, leaf=1",0.9195538057742784,0.009464299071969981,0.919782016272314,0.009485914722595306,0.9195538057718714,0.009464299071945353,0.919667824929544,0.009471633296555062,0.9443359333617986,0.0033107293882668727
,2,"depth=None, leaf=2",0.9122703412073492,0.009123094919278561,0.9123860875450978,0.009072559307998078,0.9122703412049612,0.009123094919255028,0.9123281903174082,0.00909688521233741,0.9635522742379982,0.003917680162280493
8.0,1,"depth=8, leaf=1",0.9116797900262468,0.0097068515093057,0.9117548638834986,0.009785714492644364,0.9116797900238611,0.009706851509280275,0.9117172946140496,0.009744925230701104,0.9568854795072044,0.004180141873327111
