label,acc,acc_std,f1,f1_std
"31-16-7
reg=0.0",0.5442375436038316,0.02440434296875176,0.4994675832917759,0.02412486588438834
"31-32-7
reg=0.0",0.5892538923915553,0.018219293335249943,0.5589032826350795,0.019417144985911197
"31-64-7
reg=0.0",0.6320068385220596,0.037031231764947735,0.6032989291175973,0.043090352064808005
"31-32-7
reg=0.01",0.5864720082040145,0.026092884497418634,0.5521758603779819,0.03469951878473318
"31-32-7
reg=0.1",0.6006843664382213,0.04694693738490849,0.5703193995067516,0.05828307091930775
"31-32-16-7
reg=0.01",0.5404426914598929,0.02350661481172731,0.4943978399688496,0.03348136435793566
"31-64-32-7
reg=0.01",0.6158967404946833,0.037992345907770925,0.5903779183316504,0.042239492680245065
