depth,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
1,0.85,0.06538825023425891,0.8564026180646478,0.06513169637042987,0.8499999999999238,0.06538825023425056,0.8367166627515094,0.07273234518708013
2,0.8715789473684211,0.058475555420341684,0.8965637578794585,0.040302928069667135,0.8715789473683324,0.05847555542033745,0.8750893164771218,0.05363902002501064
3,0.891842105263158,0.05499244470897117,0.9026127819547989,0.04698582283654919,0.8918421052630686,0.054992444708966304,0.8942987180186404,0.05173228160038249
4,0.891842105263158,0.05499244470897117,0.9026127819547989,0.04698582283654919,0.8918421052630686,0.054992444708966304,0.8942987180186404,0.05173228160038249
5,0.891842105263158,0.05499244470897117,0.9026127819547989,0.04698582283654919,0.8918421052630686,0.054992444708966304,0.8942987180186404,0.05173228160038249
6,0.891842105263158,0.05499244470897117,0.9026127819547989,0.04698582283654919,0.8918421052630686,0.054992444708966304,0.8942987180186404,0.05173228160038249
8,0.891842105263158,0.05499244470897117,0.9026127819547989,0.04698582283654919,0.8918421052630686,0.054992444708966304,0.8942987180186404,0.05173228160038249
10,0.891842105263158,0.05499244470897117,0.9026127819547989,0.04698582283654919,0.8918421052630686,0.054992444708966304,0.8942987180186404,0.05173228160038249
