trees,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
1,0.9133858267716535,0.01119723307490893,0.9137178069700516,0.011218541390594555,0.9133858267716487,0.011197233074908872,0.9132684235442523,0.011176933407591095
3,0.9236220472440945,0.012447145093311681,0.9238644073627842,0.01262963340159383,0.9236220472440897,0.012447145093311643,0.9235846434708069,0.012432689413688244
5,0.9233595800524934,0.011307432665899224,0.9237295551413454,0.011428353999765576,0.9233595800524885,0.011307432665899146,0.9233156832245525,0.011354858298186707
8,0.9241469816272966,0.011705565942770477,0.9245905714059536,0.01161816327643605,0.9241469816272918,0.011705565942770417,0.924197318696578,0.011686318233501523
10,0.9241469816272966,0.011938651354901998,0.9244354357516291,0.011904500668483815,0.9241469816272918,0.01193865135490192,0.92417307768553,0.0119194368010878
15,0.9238845144356956,0.013485808481538186,0.9241830265691133,0.013567937675296878,0.9238845144356906,0.013485808481538115,0.9238610040654214,0.013517342504313525
