trees,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
3,0.9146981627296589,0.013396115648477522,0.9149357291201834,0.013282268128510346,0.914698162729654,0.013396115648477432,0.9145754377448518,0.013485050533438273
4,0.9104986876640421,0.01110146245803497,0.9114428974657832,0.01100492061672155,0.9104986876640373,0.011101462458034915,0.9105840706747188,0.011116735701972512
5,0.9162729658792651,0.011822683075648497,0.9164455612479626,0.011937656764573278,0.9162729658792603,0.011822683075648436,0.9162427997269382,0.011842165334128222
6,0.8992125984251971,0.009904442133392756,0.8998184871343995,0.010026185389396487,0.8992125984251921,0.009904442133392708,0.8993106398012302,0.010017539120777645
8,0.8923884514435697,0.013688613974178787,0.8935187431327145,0.013277407950797822,0.8923884514435649,0.013688613974178735,0.8926064651674492,0.013626514432333219
10,0.8868766404199475,0.008661417322834652,0.8885805695263006,0.009114207687756039,0.8868766404199429,0.008661417322834602,0.8870939201981655,0.008648891289357667
12,0.8871391076115485,0.009092130223458686,0.8883578968400728,0.009250846917402817,0.8871391076115438,0.009092130223458656,0.8873241049791973,0.009119473866129168
15,0.8939632545931759,0.007714928323726529,0.8949737795215456,0.007732044972721428,0.8939632545931712,0.007714928323726529,0.8941216845772997,0.007752324474294476
